,Name,Main Tag,Tags,Rating,Num Reviews,Address,Zip Code,Neighborhood
884,Pho Aroma,Vietnamese restaurant,"Vietnamese restaurant, Restaurant",4.5,462.0,"Pho Aroma, 5605 Delridge Way SW, Seattle, WA 98106",98106,Other
885,Thai Place Restaurant,Thai restaurant,"Thai restaurant, Asian restaurant, Southeast Asian restaurant",3.7,129.0,"Thai Place Restaurant, 513 S Weller St, Seattle, WA 98104",98104,Chinatown
886,Plenty of Clouds,Sichuan restaurant,Sichuan restaurant,4.4,272.0,"Plenty of Clouds, 1550 15th Ave, Seattle, WA 98122",98122,Capitol Hill
887,SZN Seattle Bar & Grill,Restaurant,"Restaurant, American restaurant, Bar, Bar & grill, Caterer, Cocktail bar, Sports bar",4.1,111.0,"SZN Seattle Bar & Grill, 823 5th Ave N, Seattle, WA 98109",98109,Queen Anne/South Lake Union
889,Chili's South Indian Cuisine,Indian restaurant,Indian restaurant,4.1,1136.0,"Chili's South Indian Cuisine, 4220 University Way NE, Seattle, WA 98105",98105,University District
891,Pho Shizzle,Vietnamese restaurant,"Vietnamese restaurant, Restaurant",4.2,643.0,"Pho Shizzle, 4235 University Way NE, Seattle, WA 98105",98105,University District
893,Due' Cucina - Capitol Hill,Italian restaurant,Italian restaurant,4.5,1272.0,"Due' Cucina - Capitol Hill, 412 Broadway E, Seattle, WA 98102",98102,Capitol Hill
894,Subway,Sandwich shop,"Sandwich shop, Caterer, Fast food restaurant, Takeout Restaurant, Restaurant",3.1,79.0,"Subway, 1105 Madison St Suite 105, Seattle, WA 98104",98104,Chinatown
896,Cafe Argento,Cafe,"Cafe, Breakfast restaurant, Restaurant, Sandwich shop",4.7,287.0,"Cafe Argento, 1125 E Olive St, Seattle, WA 98122",98122,Capitol Hill
898,Seattle Sunshine Coffee,Coffee shop,Coffee shop,4.7,295.0,"Seattle Sunshine Coffee, 5508 35th Ave NE, Seattle, WA 98105",98105,University District
900,Nine Pies Pizzeria,Pizza restaurant,"Pizza restaurant, Italian restaurant, Wine bar",4.7,411.0,"Nine Pies Pizzeria, 3861 1st Ave S, Seattle, WA 98134",98134,Other
901,Thai of Wedgwood,Thai restaurant,Thai restaurant,4.4,127.0,"Thai of Wedgwood, 7520 35th Ave NE Suite 3, Seattle, WA 98115",98115,Other
902,Beveridge Place Pub,Bar,"Bar, Pub",4.7,785.0,"Beveridge Place Pub, 6413 California Ave SW, Seattle, WA 98136",98136,Other
903,Uncle Eddie's Public House,American restaurant,"American restaurant, Bar, Beer hall, Brunch restaurant, Sandwich shop",4.6,563.0,"Uncle Eddie's Public House, 8601 14th Ave S, Seattle, WA 98108",98108,Other
904,New Star Seafood Restaurant,Chinese restaurant,"Chinese restaurant, Restaurant, Seafood restaurant",4.2,270.0,"New Star Seafood Restaurant, 516 S Jackson St, Seattle, WA 98104",98104,Chinatown
905,The Corson Building,New American restaurant,"New American restaurant, Event venue, Restaurant, Wedding venue",4.8,319.0,"The Corson Building, 5609 Corson Ave S, Seattle, WA 98108",98108,Other
907,Zeeks Pizza,Pizza restaurant,"Pizza restaurant, Delivery service, Family restaurant, Italian restaurant, Pizza delivery, Pizza Takeout, Restaurant",4.2,191.0,"Zeeks Pizza, 41 Dravus St, Seattle, WA 98109",98109,Queen Anne/South Lake Union
909,DoubleTree by Hilton Seattle-Airport,Hotel,Hotel,3.9,5483.0,"DoubleTree by Hilton Seattle-Airport, 18740 International Blvd, Seattle, WA 98188",98188,Other
911,TOMO,Restaurant,Restaurant,4.2,237.0,"TOMO, 9811 16th Ave SW, Seattle, WA 98106",98106,Other
912,Bengal Tiger Cuisine Of India,Restaurant,"Restaurant, Halal restaurant, Indian restaurant",4.0,560.0,"Bengal Tiger Cuisine Of India, 6509 Roosevelt Way NE, Seattle, WA 98115",98115,Other
913,Pegasus Coffee Bar,Coffee shop,"Coffee shop, Tea house",4.5,137.0,"Pegasus Coffee Bar, 711 3rd Ave #311, Seattle, WA 98104",98104,Chinatown
914,Buddha Ruksa,Thai restaurant,"Thai restaurant, Restaurant",4.5,1316.0,"Buddha Ruksa, 3520 SW Genesee St, Seattle, WA 98126",98126,Other
915,Subway,Sandwich shop,"Sandwich shop, Caterer, Fast food restaurant, Takeout Restaurant, Restaurant",3.2,88.0,"Subway, 327 Thornton Place NE, South Suite 6, Building 2, Seattle, WA 98125",98125,Northgate
916,The Masonry Fremont,Pizza restaurant,"Pizza restaurant, Bar, Restaurant",4.3,444.0,"The Masonry Fremont, 730 N 34th St, Seattle, WA 98103",98103,Fremont/Wallingford
917,Damn the Weather,New American restaurant,"New American restaurant, Cocktail bar, Gastropub, Lunch restaurant, Wine bar",4.4,1268.0,"Damn the Weather, 116 1st Ave S, Seattle, WA 98104",98104,Chinatown
918,B&Z Family Mexican Restaurant,Mexican restaurant,"Mexican restaurant, Family restaurant",4.7,74.0,"B&Z Family Mexican Restaurant, 2232 Queen Anne Ave N, Seattle, WA 98109",98109,Queen Anne/South Lake Union
919,Mimosa Cafe,Restaurant,Restaurant,4.0,3.0,"Mimosa Cafe, 621 3rd Ave, Seattle, WA 98104",98104,Chinatown
920,Le Pichet,French restaurant,"French restaurant, Bar, Restaurant",4.5,1383.0,"Le Pichet, 1933 1st Ave, Seattle, WA 98101",98101,Downtown
921,The Golden Olive,Mediterranean restaurant,"Mediterranean restaurant, Eclectic restaurant, Fast food restaurant, Greek restaurant, Restaurant",4.5,1033.0,"The Golden Olive, 521 Queen Anne Ave N, Seattle, WA 98109",98109,Queen Anne/South Lake Union
923,Frolik Kitchen + Cocktails,American restaurant,"American restaurant, Bar",3.8,1004.0,"Frolik Kitchen + Cocktails, 1415 5th Ave, Seattle, WA 98101",98101,Downtown
924,Delfino's Chicago Style Pizza,Pizza restaurant,"Pizza restaurant, Italian restaurant, Restaurant",4.4,1126.0,"Delfino's Chicago Style Pizza, 2631 NE University Village St, Seattle, WA 98105",98105,University District
925,Hook & Plow,American restaurant,"American restaurant, Restaurant",3.9,144.0,"Hook & Plow, 2100 Alaskan Wy, Seattle, WA 98121",98121,Belltown
926,Red Pepper,Chinese restaurant,Chinese restaurant,4.4,572.0,"Red Pepper, 4545 University Way NE, Seattle, WA 98105",98105,University District
927,MariPili Tapas Bar,Tapas bar,Tapas bar,4.5,226.0,"MariPili Tapas Bar, 1117 12th Ave, Seattle, WA 98122",98122,Capitol Hill
928,D' La Santa,Mexican restaurant,"Mexican restaurant, Bar & grill, Family restaurant, Restaurant, Steak house, Taco restaurant",4.7,821.0,"D' La Santa, 2359 10th Ave E, Seattle, WA 98102",98102,Capitol Hill
929,Full Tilt Ice Cream,Ice cream shop,"Ice cream shop, Dessert shop, Night club, Organic restaurant, Video arcade",4.6,740.0,"Full Tilt Ice Cream, 9629 16th Ave SW, Seattle, WA 98106",98106,Other
930,Cherry Street Coffee House,Coffee shop,"Coffee shop, Bagel shop, Breakfast restaurant, Espresso bar, Lunch restaurant",4.4,353.0,"Cherry Street Coffee House, 509 Olive Wy, Seattle, WA 98101",98101,Downtown
931,Tall Grass Bakery,Bakery,Bakery,4.8,234.0,"Tall Grass Bakery, 5907 24th Ave NW, Seattle, WA 98107",98107,Ballard
932,Latona Pub,Restaurant,"Restaurant, Bar, Hamburger restaurant, Takeout Restaurant, Pub",4.5,512.0,"Latona Pub, 6423 Latona Ave NE, Seattle, WA 98115",98115,Other
933,13 Coins Seattle,American restaurant,"American restaurant, Bar & grill, Italian restaurant",4.1,4032.0,"13 Coins Seattle, 255 S King St, Seattle, WA 98104",98104,Chinatown
934,Lamplighter,Bar & grill,"Bar & grill, Pub",4.3,251.0,"Lamplighter, 820 NW 85th St, Seattle, WA 98117",98117,Other
935,Pho 99 Vietnamese Noodle House,Vietnamese restaurant,"Vietnamese restaurant, Noodle shop, Pho restaurant, Restaurant",4.2,452.0,"Pho 99 Vietnamese Noodle House, 9828 15th Ave SW, Seattle, WA 98106",98106,Other
936,Mondello Italian Restaurant,Italian restaurant,"Italian restaurant, Caterer, Lunch restaurant",4.4,501.0,"Mondello Italian Restaurant, 2425 33rd Ave W #3, Seattle, WA 98199",98199,Other
938,Sweet Alchemy Ice Creamery,Ice cream shop,Ice cream shop,4.4,830.0,"Sweet Alchemy Ice Creamery, 4301 University Way NE, Seattle, WA 98105",98105,University District
944,Drunky Two Shoes BBQ White Center,Barbecue restaurant,"Barbecue restaurant, Restaurant",4.2,1638.0,"Drunky Two Shoes BBQ White Center, 9655 16th Ave SW, Seattle, WA 98106",98106,Other
945,The Lookout,Bar,Bar,4.3,620.0,"The Lookout, 757 Bellevue Ave E, Seattle, WA 98102",98102,Capitol Hill
948,Discovery Espresso,Coffee shop,"Coffee shop, Tea house",4.4,89.0,"Discovery Espresso, 3103 W Jameson St, Seattle, WA 98199",98199,Other
949,Bagel Oasis,Bagel shop,"Bagel shop, Breakfast restaurant, Cafe, Food products",4.0,380.0,"Bagel Oasis, 2112 NE 65th St, Seattle, WA 98115",98115,Other
951,Subway,Sandwich shop,"Sandwich shop, Caterer, Fast food restaurant, Takeout Restaurant, Restaurant",3.6,193.0,"Subway, 1414 3rd Ave, Seattle, WA 98101",98101,Downtown
953,IL Bistro,Restaurant,"Restaurant, Italian restaurant",4.3,657.0,"IL Bistro, 93 Pike St A, Seattle, WA 98101",98101,Downtown
955,Champagne Diner,Restaurant,"Restaurant, Brunch restaurant, Cocktail bar, Lunch restaurant, New American restaurant, Wine bar",4.5,300.0,"Champagne Diner, 945 Elliott Ave W #201, Seattle, WA 98119",98119,Other
956,Jamjuree Thai Cuisine,Thai restaurant,"Thai restaurant, Restaurant",4.3,453.0,"Jamjuree Thai Cuisine, 509 15th Ave E, Seattle, WA 98112",98112,Capitol Hill
957,Samir's Mediterranean Grill,Mediterranean restaurant,"Mediterranean restaurant, Middle Eastern restaurant",4.4,93.0,"Samir's Mediterranean Grill, 1316 NE 43rd St, Seattle, WA 98105",98105,University District
959,Columbia City Bakery,Bakery,"Bakery, Wholesale bakery",4.5,288.0,"Columbia City Bakery, 4865 Rainier Ave S, Seattle, WA 98118",98118,Other
963,Di Fiora,Asian fusion restaurant,Asian fusion restaurant,4.4,543.0,"Di Fiora, 1320 University St suite 1, Seattle, WA 98101",98101,Downtown
964,SWeL Restaurant,Restaurant,"Restaurant, Pizza restaurant",4.7,562.0,"SWeL Restaurant, 3417 Evanston Ave N UNIT 104, Seattle, WA 98103",98103,Fremont/Wallingford
965,Miro Tea,Tea house,"Tea house, Breakfast restaurant, Dessert shop, Lunch restaurant, Pastry shop",4.7,770.0,"Miro Tea, 5405 Ballard Ave NW, Seattle, WA 98107",98107,Ballard
966,CaliBurger,Hamburger restaurant,Hamburger restaurant,3.3,100.0,"CaliBurger, 400 Pine St, Seattle, WA 98101",98101,Downtown
969,Aglio e Olio,Spaghetti restaurant,Spaghetti restaurant,4.8,373.0,"Aglio e Olio, 2743 E Madison St, Seattle, WA 98112",98112,Capitol Hill
970,Sol Liquor Lounge,Lounge,"Lounge, Bar, Cocktail bar",4.6,344.0,"Sol Liquor Lounge, 607 Summit Ave E, Seattle, WA 98102",98102,Capitol Hill
971,GameWorks Seattle,Video arcade,"Video arcade, Amusement center, Bar, Family restaurant, Restaurant, Sports bar",4.1,3549.0,"GameWorks Seattle, 1511 7th Ave, Seattle, WA 98101",98101,Downtown
972,Un Bien,Caribbean restaurant,"Caribbean restaurant, Restaurant",4.8,1880.0,"Un Bien, 7302.5 15th Ave NW, Seattle, WA 98117",98117,Other
973,Caffe Umbria,Cafe,Cafe,4.6,665.0,"Caffe Umbria, 320 Occidental Ave S, Seattle, WA 98104",98104,Chinatown
974,Pasta & Co Corporate,Corporate office,"Corporate office, Corporate campus",3.5,4.0,"Pasta & Co Corporate, 104 Pike St #200, Seattle, WA 98101",98101,Downtown
978,Maria Sabina Mexican Restaurant & Bar,Mexican restaurant,"Mexican restaurant, Bar",4.6,209.0,"Maria Sabina Mexican Restaurant & Bar, 711 Westlake Ave N, Seattle, WA 98109",98109,Queen Anne/South Lake Union
979,Hard Rock Cafe,American restaurant,"American restaurant, Bar",3.9,3272.0,"Hard Rock Cafe, 116 Pike St, Seattle, WA 98101",98101,Downtown
980,Seattle Beer Co,Beer hall,"Beer hall, Bar, Beer garden, Beer store, Brewpub",4.4,647.0,"Seattle Beer Co, 1427 Western Ave, Seattle, WA 98101",98101,Downtown
981,Thai Ocean,Thai restaurant,Thai restaurant,4.1,241.0,"Thai Ocean, 401 NE Ravenna Blvd, Seattle, WA 98115",98115,Other
982,Sailfish,Seafood restaurant,Seafood restaurant,4.7,98.0,"Sailfish, 2221 NW Market St, Seattle, WA 98107",98107,Ballard
983,Silver Tray Thai,Thai restaurant,Thai restaurant,4.7,275.0,"Silver Tray Thai, 2101 N 45th St, Seattle, WA 98103",98103,Fremont/Wallingford
985,rachel's ginger beer - pike place,Bar,Bar,4.7,762.0,"rachel's ginger beer - pike place, 1530 Post Alley, Seattle, WA 98101",98101,Downtown
986,Gretchen's Place,Cafe,Cafe,3.9,171.0,"Gretchen's Place, 5432 Sand Point Way NE, Seattle, WA 98105",98105,University District
989,Buckley's in Queen Anne,Bar & grill,"Bar & grill, American restaurant, Hamburger restaurant, Restaurant",4.4,1196.0,"Buckley's in Queen Anne, 232 1st Ave W, Seattle, WA 98119",98119,Other
990,El Grito Taqueria,Mexican restaurant,Mexican restaurant,4.4,1186.0,"El Grito Taqueria, 234 Fairview Ave N, Seattle, WA 98109",98109,Queen Anne/South Lake Union
991,Subway,Sandwich shop,"Sandwich shop, Caterer, Fast food restaurant, Takeout Restaurant, Restaurant",3.7,167.0,"Subway, 10406 16th Ave SW, Seattle, WA 98146",98146,Other
992,El Farol Mexican Restaurant,Mexican restaurant,Mexican restaurant,4.4,451.0,"El Farol Mexican Restaurant, 1467 E Republican St, Seattle, WA 98112",98112,Capitol Hill
993,El Camion,Mexican restaurant,"Mexican restaurant, Restaurant",4.6,1100.0,"El Camion, 11728 Aurora Ave N, Seattle, WA 98133",98133,Bitter Lake
994,19 GOLD Taiwanese Restaurant,Taiwanese restaurant,Taiwanese restaurant,4.5,652.0,"19 GOLD Taiwanese Restaurant, 3601 Fremont Ave N #101, Seattle, WA 98103",98103,Fremont/Wallingford
995,Rosita's Mexican Restaurant,Mexican restaurant,"Mexican restaurant, Bar, Latin American restaurant, Restaurant",4.4,1055.0,"Rosita's Mexican Restaurant, 7210 Woodlawn Ave NE, Seattle, WA 98115",98115,Other
996,Pho So 1,Vietnamese restaurant,"Vietnamese restaurant, Asian restaurant, Noodle shop, Pho restaurant, Restaurant",4.5,183.0,"Pho So 1, 1207 S Jackson St #107, Seattle, WA 98144",98144,Other
998,Wicked Chopstix,Vietnamese restaurant,"Vietnamese restaurant, Asian restaurant, Noodle shop, Pho restaurant, Rice restaurant, Southeast Asian restaurant",4.3,225.0,"Wicked Chopstix, 6021 Martin Luther King Jr Way S, Seattle, WA 98118",98118,Other
999,Delridge Deli,Deli,Deli,4.4,104.0,"Delridge Deli, 3861 Delridge Way SW, Seattle, WA 98106",98106,Other
1000,NIRMAL'S,Indian restaurant,Indian restaurant,4.1,1789.0,"NIRMAL'S, 106 Occidental Ave S, Seattle, WA 98104",98104,Chinatown
1002,Krungthep Thai Cuisine,Thai restaurant,"Thai restaurant, Restaurant",4.5,598.0,"Krungthep Thai Cuisine, 13260 1st Ave S Suite A, Seattle, WA 98168",98168,Other
1004,Magnuson Cafe & Brewery,Restaurant,"Restaurant, Brewery, Brewpub, Brunch restaurant",4.2,655.0,"Magnuson Cafe & Brewery, 7801 62nd Ave NE, Seattle, WA 98115",98115,Other
1005,Sushi Kanpai,Sushi restaurant,"Sushi restaurant, Asian fusion restaurant, Japanese restaurant",4.4,482.0,"Sushi Kanpai, 900 8th Ave, Seattle, WA 98104",98104,Chinatown
1006,I Luv Teriyaki,Japanese restaurant,"Japanese restaurant, Asian restaurant",4.3,1150.0,"I Luv Teriyaki, 6500 4th Ave S, Seattle, WA 98108",98108,Other
1009,Blue C Sushi,Japanese restaurant,"Japanese restaurant, Sushi restaurant",3.4,109.0,"Blue C Sushi, 3411 Fremont Ave N, Seattle, WA 98103",98103,Fremont/Wallingford
1010,Starbucks,Coffee shop,"Coffee shop, Cafe, Coffee store, Espresso bar",3.7,85.0,"Starbucks, 500 Mercer St, Seattle, WA 98109",98109,Queen Anne/South Lake Union
1011,Stoneburner,Italian restaurant,Italian restaurant,4.4,841.0,"Stoneburner, 5214 Ballard Ave NW, Seattle, WA 98107",98107,Ballard
1012,Ciudad,Bar & grill,"Bar & grill, Restaurant",4.7,1037.0,"Ciudad, 6118 12th Ave S, Seattle, WA 98108",98108,Other
1013,Evergreens,Restaurant,"Restaurant, Health food restaurant, Salad shop",4.6,17.0,"Evergreens, 1430 2nd Ave Suite 2, Seattle, WA 98101",98101,Downtown
1017,5 Spot,Restaurant,"Restaurant, American restaurant, Bar, Breakfast restaurant, Brunch restaurant",4.5,1817.0,"5 Spot, 1502 Queen Anne Ave N, Seattle, WA 98109",98109,Queen Anne/South Lake Union
1018,Fern Thai Eatery & Bar,Thai restaurant,"Thai restaurant, Asian restaurant, Bar, Lunch restaurant, Takeout Restaurant, Noodle shop, Rice restaurant, Seafood restaurant, Southeast Asian restaurant",4.4,177.0,"Fern Thai Eatery & Bar, 1400 10th Ave, Seattle, WA 98122",98122,Capitol Hill
1019,Copper Tree Coffee House,Espresso bar,"Espresso bar, Art gallery, Internet cafe",4.9,169.0,"Copper Tree Coffee House, 2406 10th Ave E, Seattle, WA 98102",98102,Capitol Hill
1020,Manna Smoked BBQ,Barbecue restaurant,"Barbecue restaurant, Bar, Restaurant",4.2,156.0,"Manna Smoked BBQ, 10410 Holman Rd N, Seattle, WA 98133",98133,Bitter Lake
1026,Thanh Thao Restaurant,Vietnamese restaurant,Vietnamese restaurant,4.1,217.0,"Thanh Thao Restaurant, 6012 Martin Luther King Jr Way S, Seattle, WA 98118",98118,Other
1027,Homegrown,Sandwich shop,"Sandwich shop, Cafe, Coffee shop, Restaurant, Salad shop",4.1,255.0,"Homegrown, 999 3rd Ave Corner of 2nd &, Marion St, Seattle, WA 98104",98104,Chinatown
1028,Spruce Cafe,Breakfast restaurant,"Breakfast restaurant, Espresso bar, Lunch restaurant",3.9,55.0,"Spruce Cafe, 724 Pine St, Seattle, WA 98101",98101,Downtown
1030,Wing Dome,Chicken wings restaurant,Chicken wings restaurant,3.7,259.0,"Wing Dome, 1201 Alaskan Wy Suite 101, Seattle, WA 98101",98101,Downtown
1031,Uwajimaya Seattle,Asian grocery store,"Asian grocery store, Japanese grocery store, Seafood market, Supermarket",4.6,9435.0,"Uwajimaya Seattle, 600 5th Ave S, Seattle, WA 98104",98104,Chinatown
1034,Ada's Restaurant & Bar,Restaurant,"Restaurant, European restaurant, New American restaurant, Turkish restaurant",4.6,316.0,"Ada's Restaurant & Bar, 5910 Phinney Ave N, Seattle, WA 98103",98103,Fremont/Wallingford
1036,Pho-S,Vietnamese restaurant,"Vietnamese restaurant, Asian restaurant, Pho restaurant, Southeast Asian restaurant",4.5,325.0,"Pho-S, 9646 16th Ave SW, Seattle, WA 98106",98106,Other
1037,Emerald City Smoothie,Restaurant,Restaurant,4.7,14.0,"Emerald City Smoothie, 13510 Aurora Ave N, Seattle, WA 98133",98133,Bitter Lake
1038,Caffe Ladro - West Seattle,Coffee shop,"Coffee shop, Pastry shop",4.5,320.0,"Caffe Ladro - West Seattle, 7011 California Ave SW #1954, Seattle, WA 98136",98136,Other
1039,Mulleady's Irish Pub,Pub,"Pub, Bar",4.6,727.0,"Mulleady's Irish Pub, 3055 21st Ave W, Seattle, WA 98199",98199,Other
1040,Fresh Flours Phinney Ridge,Coffee shop,"Coffee shop, Bakery",4.7,524.0,"Fresh Flours Phinney Ridge, 6015 Phinney Ave N, Seattle, WA 98103",98103,Fremont/Wallingford
1041,Columbia City Ale House,Bar,"Bar, Pub",4.5,472.0,"Columbia City Ale House, 4914 Rainier Ave S, Seattle, WA 98118",98118,Other
1043,Hello Robin,Cookie shop,"Cookie shop, Ice cream shop",4.7,889.0,"Hello Robin, 522 19th Ave E, Seattle, WA 98112",98112,Capitol Hill
1048,Caffe Ladro Upper Queen Anne,Coffee shop,"Coffee shop, Cafe, Espresso bar, Pastry shop",4.5,202.0,"Caffe Ladro Upper Queen Anne, 2205 Queen Anne Ave N, Seattle, WA 98109",98109,Queen Anne/South Lake Union
1049,Six Seven Restaurant,Seafood restaurant,"Seafood restaurant, Restaurant",4.5,1846.0,"Six Seven Restaurant, 2411 Alaskan Wy Pier 67, Seattle, WA 98121",98121,Belltown
1052,Nana's Green Tea,Japanese sweets restaurant,"Japanese sweets restaurant, Ice cream shop, Authentic Japanese restaurant, Japanese curry restaurant, Japanese restaurant, Tea house",4.5,1454.0,"Nana's Green Tea, 1007 Stewart St #103, Seattle, WA 98101",98101,Downtown
1053,Seattle Fish Guys,Seafood market,"Seafood market, Restaurant, Seafood restaurant",4.6,1774.0,"Seattle Fish Guys, 411 23rd Ave S, Seattle, WA 98144",98144,Other
1054,Ceres Roasting Company,Coffee shop,"Coffee shop, Nut store",3.4,68.0,"Ceres Roasting Company, Armory, 305 Harrison St, Seattle, WA 98109",98109,Queen Anne/South Lake Union
1055,New Saigon Restaurant,Vietnamese restaurant,"Vietnamese restaurant, Asian restaurant, Southeast Asian restaurant",3.9,471.0,"New Saigon Restaurant, 1529 6th Ave, Seattle, WA 98101",98101,Downtown
1057,Fred Hutch Cancer Center - South Lake Union Clinic Building 1,Cancer treatment center,Cancer treatment center,3.1,19.0,"Fred Hutch Cancer Center - South Lake Union Clinic Building 1, 825 Eastlake Ave E, Seattle, WA 98109",98109,Queen Anne/South Lake Union
1059,Yasuko's Teriyaki,Japanese restaurant,Japanese restaurant,4.1,290.0,"Yasuko's Teriyaki, 3200 15th Ave W, Seattle, WA 98119",98119,Other
1062,Lily's Salvadorean Restaurant,Salvadoran restaurant,Salvadoran restaurant,4.5,147.0,"Lily's Salvadorean Restaurant, 2940 SW Avalon Way, Seattle, WA 98126",98126,Other
1063,Stone Way Cafe,Cafe,"Cafe, Coffee shop, Event venue, Live music venue",4.6,1455.0,"Stone Way Cafe, 3525 Stone Way N, Seattle, WA 98103",98103,Fremont/Wallingford
1064,BAMBINOS PIZZERIA,Pizza restaurant,Pizza restaurant,4.4,583.0,"BAMBINOS PIZZERIA, 401 Cedar St, Seattle, WA 98121",98121,Belltown
1065,The Ballard Cut,New American restaurant,"New American restaurant, Cocktail bar",4.7,382.0,"The Ballard Cut, 5313 Ballard Ave NW Ste A, Seattle, WA 98107",98107,Ballard
1066,The Monkey Bridge,Vietnamese restaurant,"Vietnamese restaurant, Asian restaurant, Restaurant",4.5,561.0,"The Monkey Bridge, 1723 NW Market St, Seattle, WA 98107",98107,Ballard
1070,La Carta De Oaxaca,Mexican restaurant,Mexican restaurant,4.4,991.0,"La Carta De Oaxaca, 5431 Ballard Ave NW, Seattle, WA 98107",98107,Ballard
1073,Toshio's Teriyaki,Japanese restaurant,Japanese restaurant,4.2,926.0,"Toshio's Teriyaki, 1706 Rainier Ave S, Seattle, WA 98144",98144,Other
1074,Otto's Smokehouse,Barbecue restaurant,Barbecue restaurant,4.7,109.0,"Otto's Smokehouse, 12716 Lake City Way NE, Seattle, WA 98125",98125,Northgate
1075,El Chupacabra Greenwood,Mexican restaurant,"Mexican restaurant, Bar, Brunch restaurant, Restaurant, Taco restaurant",4.4,1681.0,"El Chupacabra Greenwood, 6711 Greenwood Ave N, Seattle, WA 98103",98103,Fremont/Wallingford
1078,Intermezzo Carmine,Bar,"Bar, Restaurant",4.6,141.0,"Intermezzo Carmine, 409 1st Ave S, Seattle, WA 98104",98104,Chinatown
1079,Yellow Dot Cafe,Cafe,"Cafe, Breakfast restaurant, Brunch restaurant, Sandwich shop",3.7,95.0,"Yellow Dot Cafe, 701 N 34th St, Seattle, WA 98103",98103,Fremont/Wallingford
1080,Burger King,Restaurant,"Restaurant, Fast food restaurant",3.4,675.0,"Burger King, 13241 Aurora Ave N, Seattle, WA 98133",98133,Bitter Lake
1084,Salt and Sugar Cafe and Bakery,Cafe,"Cafe, Bakery, Breakfast restaurant, Brunch restaurant, Coffee shop",4.4,285.0,"Salt and Sugar Cafe and Bakery, 5615 24th Ave NW #102, Seattle, WA 98107",98107,Ballard
1086,The Butcher's Table,Steak house,"Steak house, Restaurant",4.5,1907.0,"The Butcher's Table, 2121 Westlake Ave, Seattle, WA 98121",98121,Belltown
1087,Taco Time NW,Mexican restaurant,"Mexican restaurant, Fast food restaurant, Restaurant",4.1,855.0,"Taco Time NW, 3500 SW Avalon Way, Seattle, WA 98126",98126,Other
1088,Culture Kitchen,Restaurant,"Restaurant, Archive",3.5,88.0,"Culture Kitchen, 325 5th Ave N, Seattle, WA 98109",98109,Queen Anne/South Lake Union
1090,Kauai Family Restaurant,Hawaiian restaurant,"Hawaiian restaurant, Poke bar, Restaurant",4.6,863.0,"Kauai Family Restaurant, 6324 6th Ave S, Seattle, WA 98108",98108,Other
1091,Elm Coffee Roasters,Coffee shop,"Coffee shop, Cafe",4.6,709.0,"Elm Coffee Roasters, 240 2nd Ave S #103, Seattle, WA 98104",98104,Chinatown
1092,Taqueria Tequila,Mexican restaurant,"Mexican restaurant, Restaurant",4.3,738.0,"Taqueria Tequila, 301 NW 85th St, Seattle, WA 98117",98117,Other
1094,Seatown Rub Shack & FishFry,Fish & chips restaurant,"Fish & chips restaurant, Seafood restaurant",4.2,1584.0,"Seatown Rub Shack & FishFry, 2010 Western Ave, Seattle, WA 98121",98121,Belltown
1096,Village Sushi,Japanese restaurant,"Japanese restaurant, Restaurant, Sushi restaurant",4.6,397.0,"Village Sushi, 5211 University Way NE, Seattle, WA 98105",98105,University District
1097,Tacos Chukis,Mexican restaurant,Mexican restaurant,4.5,629.0,"Tacos Chukis, 1608 S Roberto Maestas Festival St, Seattle, WA 98144",98144,Other
1098,MOD Pizza,Pizza restaurant,"Pizza restaurant, Fast food restaurant, Restaurant",4.3,483.0,"MOD Pizza, 202 Occidental Ave S, Seattle, WA 98104",98104,Chinatown
1100,Fortuna Cafe 2.0,Chinese restaurant,"Chinese restaurant, Cafe, Dessert shop",4.5,58.0,"Fortuna Cafe 2.0, 711 S King St, Seattle, WA 98104",98104,Chinatown
1103,The Confectional,Bakery,Bakery,4.6,100.0,"The Confectional, 1530 Pike Pl, Seattle, WA 98101",98101,Downtown
1104,The People's Burger,Hamburger restaurant,"Hamburger restaurant, Fast food restaurant, Restaurant",4.5,122.0,"The People's Burger, 922 Occidental Ave S, Seattle, WA 98134",98134,Other
1105,Hanok,Korean restaurant,Korean restaurant,4.8,186.0,"Hanok, 4021 E Madison St, Seattle, WA 98112",98112,Capitol Hill
1106,Agrodolce,Southern Italian restaurant,"Southern Italian restaurant, Brunch restaurant, Italian restaurant, Lunch restaurant, Pasta shop",4.1,370.0,"Agrodolce, 709 N 35th St, Seattle, WA 98103",98103,Fremont/Wallingford
1108,The Bar at Chihuly Garden and Glass,Bar,Bar,4.3,121.0,"The Bar at Chihuly Garden and Glass, 305 Harrison St, Seattle, WA 98109",98109,Queen Anne/South Lake Union
1109,Chutneys Bistro,Indian restaurant,"Indian restaurant, Buffet restaurant",4.1,442.0,"Chutneys Bistro, 1815 N 45th St, Seattle, WA 98103",98103,Fremont/Wallingford
1111,Tenth West,Breakfast restaurant,"Breakfast restaurant, Beer store, New American restaurant, Restaurant, Sandwich shop, Wine store",4.6,223.0,"Tenth West, 1903 10th Ave W, Seattle, WA 98119",98119,Other
1112,Aerlume Seattle,Restaurant,Restaurant,4.5,566.0,"Aerlume Seattle, 2003 Western Ave Suite C, Seattle, WA 98121",98121,Belltown
