,Name,Main Tag,Tags,Rating,Num Reviews,Address,Zip Code,Neighborhood
2008,The White Swan Public House,Seafood restaurant,Seafood restaurant,4.3,903.0,"The White Swan Public House, 1001 Fairview Ave N, Seattle, WA 98109",98109,Queen Anne/South Lake Union
2011,Yummy Teriyaki,Japanese restaurant,"Japanese restaurant, Asian restaurant",3.6,291.0,"Yummy Teriyaki, 622 1st Ave N, Seattle, WA 98109",98109,Queen Anne/South Lake Union
2013,Roxbury Lanes,Bowling alley,"Bowling alley, American restaurant, Asian restaurant, Casino, Sports bar, Video arcade",4.2,1124.0,"Roxbury Lanes, 2823 SW Roxbury St, Seattle, WA 98126",98126,Other
2015,Sisters and Brothers,Restaurant,"Restaurant, Bar, Chicken restaurant, Lounge",4.3,1579.0,"Sisters and Brothers, 544 Elliott Ave W #3910, Seattle, WA 98119",98119,Other
2018,Matt's in the Market,American restaurant,"American restaurant, Pacific Northwest restaurant (US)",4.5,1021.0,"Matt's in the Market, 94 Pike St #32, Seattle, WA 98101",98101,Downtown
2019,The Attic,American restaurant,"American restaurant, Pub, Sports bar",4.1,240.0,"The Attic, 4226 E Madison St, Seattle, WA 98112",98112,Capitol Hill
2021,Ras Dashen Restaurant,Ethiopian restaurant,"Ethiopian restaurant, African restaurant, Coffee shop, East African restaurant, Vegan restaurant",4.5,282.0,"Ras Dashen Restaurant, 2801 E Cherry St, Seattle, WA 98122",98122,Capitol Hill
2023,Doner Box (Doner Kebab),Halal restaurant,"Halal restaurant, German restaurant, Kebab shop, Turkish restaurant",4.4,390.0,"Doner Box (Doner Kebab), 2421 2nd Ave, Seattle, WA 98121",98121,Belltown
2025,D'Ambrosio Gelato,Ice cream shop,Ice cream shop,4.6,447.0,"D'Ambrosio Gelato, 5339 Ballard Ave NW, Seattle, WA 98107",98107,Ballard
2026,Ichiro Sushi & Teriyaki,Japanese restaurant,"Japanese restaurant, Takeout Restaurant, Restaurant, Sushi restaurant, Sushi takeaway",4.3,298.0,"Ichiro Sushi & Teriyaki, 2434 32nd Ave W, Seattle, WA 98199",98199,Other
2027,Machine House Brewery,Brewery,Brewery,4.6,218.0,"Machine House Brewery, 5718 Rainier Ave S, Seattle, WA 98118",98118,Other
2028,HK Dim Sum,Chinese restaurant,"Chinese restaurant, Dim sum restaurant, Restaurant",4.0,749.0,"HK Dim Sum, 13200 Aurora Ave N, Seattle, WA 98133",98133,Bitter Lake
2029,4th Avenue Espresso Bar,Cafe,Cafe,3.7,32.0,"4th Avenue Espresso Bar, 411 University St, Seattle, WA 98101",98101,Downtown
2031,Boca Argentine Bakery and Pizzeria,Bakery,"Bakery, Argentinian restaurant, Coffee shop, Lunch restaurant, Pizza restaurant, Pizza Takeout, Sandwich shop",4.5,187.0,"Boca Argentine Bakery and Pizzeria, 426 Broadway E, Seattle, WA 98102",98102,Capitol Hill
2032,Wabi-Sabi Sushi Bar & Restaurant,Sushi restaurant,"Sushi restaurant, Japanese restaurant",4.3,334.0,"Wabi-Sabi Sushi Bar & Restaurant, 4909 Rainier Ave S, Seattle, WA 98118",98118,Other
2033,Endolyne Joe's,American restaurant,"American restaurant, Bar, Breakfast restaurant, Restaurant",4.4,1913.0,"Endolyne Joe's, 9261 45th Ave SW, Seattle, WA 98136",98136,Other
2034,Can Bar,Bar,Bar,4.8,358.0,"Can Bar, 9427 17th Ave SW, Seattle, WA 98106",98106,Other
2035,The Stonehouse Cafe,Cafe,"Cafe, Breakfast restaurant, Restaurant",4.1,961.0,"The Stonehouse Cafe, 9701 Rainier Ave S, Seattle, WA 98118",98118,Other
2036,The Salmon Cooker,Seafood restaurant,Seafood restaurant,2.9,170.0,"The Salmon Cooker, 1301 Alaskan Wy, Seattle, WA 98101",98101,Downtown
2037,Tin Hat Bar & Grill,Bar,Bar,4.5,290.0,"Tin Hat Bar & Grill, 512 NW 65th St, Seattle, WA 98117",98117,Other
2038,Dandylion,Restaurant,Restaurant,4.6,119.0,"Dandylion, 532 Queen Anne Ave N, Seattle, WA 98109",98109,Queen Anne/South Lake Union
2043,The Locol Kitchen & Bar,Restaurant,"Restaurant, Bar",4.7,257.0,"The Locol Kitchen & Bar, 7902 35th Ave SW, Seattle, WA 98126",98126,Other
2044,Indo Cafe,Indonesian restaurant,Indonesian restaurant,4.6,493.0,"Indo Cafe, 13754 Aurora Ave N Suite D, Seattle, WA 98133",98133,Bitter Lake
2045,Sonya's Seattle,Bar,"Bar, American restaurant, Lounge, Mexican restaurant",4.3,273.0,"Sonya's Seattle, 1919 1st Ave, Seattle, WA 98101",98101,Downtown
2046,Orient Express,Restaurant,Restaurant,3.9,267.0,"Orient Express, 2963 4th Ave S, Seattle, WA 98134",98134,Other
2048,Kingdome Deli,Deli,Deli,3.5,38.0,"Kingdome Deli, 422 2nd Ave S, Seattle, WA 98104",98104,Chinatown
2055,The Barking Dog Alehouse,Pub,"Pub, American restaurant, Brunch restaurant",4.5,1063.0,"The Barking Dog Alehouse, 705 NW 70th St, Seattle, WA 98117",98117,Other
2056,Black Bottle Gastrotavern,Gastropub,"Gastropub, Bar, New American restaurant, Restaurant",4.3,758.0,"Black Bottle Gastrotavern, 2600 1st Ave, Seattle, WA 98121",98121,Belltown
2057,Caffe D'arte,Coffee shop,Coffee shop,3.4,31.0,"Caffe D'arte, Seattle-Tacoma International Airport, Central Terminal, SeaTac, WA 98158",98158,Other
2058,Pasta & Co,Pasta shop,"Pasta shop, Cafe, Deli, Restaurant",3.9,104.0,"Pasta & Co, 4622 26th Ave NE, Seattle, WA 98105",98105,University District
2060,Cone & Steiner,General store,"General store, Cafe, Convenience store",4.4,35.0,"Cone & Steiner, 532 19th Ave E, Seattle, WA 98112",98112,Capitol Hill
2064,Artusi,Italian restaurant,Italian restaurant,4.0,85.0,"Artusi, 1535 14th Ave, Seattle, WA 98122",98122,Capitol Hill
2065,"Hangry Panda: Gluten Free Fried Chicken, Teriyaki & Bubble Tea",Asian restaurant,"Asian restaurant, Bubble tea store, Chicken restaurant, Chinese restaurant, Fast food restaurant, Fried chicken takeaway, Gluten-free restaurant, Taiwanese restaurant",4.6,270.0,"Hangry Panda: Gluten Free Fried Chicken, Teriyaki & Bubble Tea, 7815 Aurora Ave N, Seattle, WA 98103",98103,Fremont/Wallingford
2066,Heyday Bar & Restaurant,Restaurant,"Restaurant, American restaurant, Bar, Bar & grill, Breakfast restaurant, Brunch restaurant, Cocktail bar, Fish and chips takeaway, Hamburger restaurant, Takeout Restaurant",4.5,575.0,"Heyday Bar & Restaurant, 1372 31st Ave S, Seattle, WA 98144",98144,Other
2068,Bonchon First Hill,Asian fusion restaurant,"Asian fusion restaurant, Asian restaurant, Chicken restaurant, Chicken wings restaurant, Fried chicken takeaway, Japanese restaurant, Korean restaurant",3.9,486.0,"Bonchon First Hill, 554 Broadway, Seattle, WA 98122",98122,Capitol Hill
2070,Haidilao Hot Pot Seattle,Restaurant,"Restaurant, Asian restaurant, Chinese restaurant, Hot pot restaurant, Soup kitchen",4.5,824.0,"Haidilao Hot Pot Seattle, 600 Pine St Suite 355, Seattle, WA 98101",98101,Downtown
2071,The Tin Lizzie Lounge,Bar,"Bar, Bar & grill, Cocktail bar, Event venue, Live music bar, Lounge, Restaurant",4.4,241.0,"The Tin Lizzie Lounge, 600 Queen Anne Ave N, Seattle, WA 98109",98109,Queen Anne/South Lake Union
2073,QED Coffee,Coffee shop,Coffee shop,4.6,264.0,"QED Coffee, 1418 31st Ave S, Seattle, WA 98144",98144,Other
2075,Le Caviste,Wine bar,"Wine bar, Restaurant",4.8,422.0,"Le Caviste, 1919 7th Ave, Seattle, WA 98101",98101,Downtown
2076,Hurry Curry of Tokyo - South Lake Union,Japanese restaurant,"Japanese restaurant, Caterer, Japanese curry restaurant",4.1,1107.0,"Hurry Curry of Tokyo - South Lake Union, 825 Harrison St, Seattle, WA 98109",98109,Queen Anne/South Lake Union
2078,Suika Seattle,Seafood restaurant,"Seafood restaurant, Japanese restaurant, Restaurant",4.5,616.0,"Suika Seattle, 611 E Pine St, Seattle, WA 98122",98122,Capitol Hill
2079,Shawn O'Donnell's American Grill and Irish Pub,Irish pub,Irish pub,4.6,796.0,"Shawn O'Donnell's American Grill and Irish Pub, 3601 Fremont Ave N Suite 202, Seattle, WA 98103",98103,Fremont/Wallingford
2080,Joyale Seafood Restaurant,Seafood restaurant,"Seafood restaurant, Cantonese restaurant, Dim sum restaurant, Restaurant",4.1,158.0,"Joyale Seafood Restaurant, 900 S Jackson St, Seattle, WA 98104",98104,Chinatown
2085,Ramen-Ya TEINEI,Ramen restaurant,"Ramen restaurant, Izakaya restaurant, Japanese restaurant",4.3,777.0,"Ramen-Ya TEINEI, 1256 Republican St #5538, Seattle, WA 98109",98109,Queen Anne/South Lake Union
2086,W Seattle Golf Restaurant,American restaurant,"American restaurant, Conference center",4.1,34.0,"W Seattle Golf Restaurant, 4470 35th Ave SW, Seattle, WA 98126",98126,Other
2088,Dim Sum King,Dim sum restaurant,"Dim sum restaurant, Chinese restaurant",4.4,323.0,"Dim Sum King, 617 S Jackson St, Seattle, WA 98104",98104,Chinatown
2089,Bale Breaker & Yonder Cider Taproom,Brewpub,Brewpub,4.8,404.0,"Bale Breaker & Yonder Cider Taproom, 826 NW 49th St, Seattle, WA 98107",98107,Ballard
2090,The Spot West Seattle,Restaurant,"Restaurant, Cafe",4.4,200.0,"The Spot West Seattle, 2920 SW Avalon Way, Seattle, WA 98126",98126,Other
2091,Starbucks,Coffee shop,"Coffee shop, Breakfast restaurant, Cafe, Coffee store, Espresso bar, Internet cafe",4.3,711.0,"Starbucks, Premium Outlets, 10600 Quil Ceda Boulevard Seattle, Tulalip, WA 98271",,Other
2092,El Legendario Mexican Restaurant,Mexican restaurant,Mexican restaurant,4.5,689.0,"El Legendario Mexican Restaurant, 4705 Aurora Ave N, Seattle, WA 98103",98103,Fremont/Wallingford
2093,Alibi Room,Pizza restaurant,"Pizza restaurant, Restaurant",4.6,1735.0,"Alibi Room, 85 Pike St #410, Seattle, WA 98101",98101,Downtown
2094,La Cocina Oaxaquena,Mexican restaurant,Mexican restaurant,4.3,1110.0,"La Cocina Oaxaquena, 1216 Pine St, Seattle, WA 98101",98101,Downtown
2095,Katy's Corner Cafe,Coffee shop,"Coffee shop, Cafe, Restaurant",4.6,278.0,"Katy's Corner Cafe, 2000 E Union St, Seattle, WA 98122",98122,Capitol Hill
2096,Davids & Co,American restaurant,American restaurant,3.8,20.0,"Davids & Co, 200 University St, Seattle, WA 98101",98101,Downtown
2097,Bebas & Amigos,Restaurant,"Restaurant, Mexican restaurant",4.4,39.0,"Bebas & Amigos, Seattle Municipal Tower, 700 5th Ave Unit 604, Seattle, WA 98104",98104,Chinatown
2098,Chilolos,Restaurant,Restaurant,4.6,112.0,"Chilolos, 6538 4th Ave S, Seattle, WA 98108",98108,Other
2099,Olympic Express,Asian restaurant,"Asian restaurant, Southeast Asian restaurant",4.6,207.0,"Olympic Express, 7101 Martin Luther King Jr Way S Ste 107, Seattle, WA 98118",98118,Other
2102,Urban Coffee House,Cafe,Cafe,4.3,91.0,"Urban Coffee House, 1900 4th Ave, Seattle, WA 98101",98101,Downtown
2103,Triangle Spirits,Bar,"Bar, American restaurant, Cocktail bar, Fried chicken takeaway",4.5,626.0,"Triangle Spirits, 3507 Fremont Pl N, Seattle, WA 98103",98103,Fremont/Wallingford
2105,Safeway,Grocery store,"Grocery store, Bakery, Butcher shop, Deli, E-commerce service, Florist, Grocery delivery service, Organic food store, Produce market, Supermarket",4.2,1330.0,"Safeway, 2622 California Ave SW, Seattle, WA 98116",98116,Other
2106,Larsen's Bakery,Bakery,Bakery,4.6,1425.0,"Larsen's Bakery, 8000 24th Ave NW, Seattle, WA 98117",98117,Other
2108,Caffe Umbria,Cafe,Cafe,4.5,343.0,"Caffe Umbria, 5407 Ballard Ave NW, Seattle, WA 98107",98107,Ballard
2110,Donburi Station Seattle,Japanese restaurant,"Japanese restaurant, Seafood donburi restaurant",4.6,305.0,"Donburi Station Seattle, 5503 Airport Way S, Seattle, WA 98108",98108,Other
2111,joybento,Korean restaurant,"Korean restaurant, Japanese restaurant, Sushi takeaway",4.6,124.0,"joybento, 214 Madison St, Seattle, WA 98104",98104,Chinatown
2113,Sinbad Express,Fast food restaurant,"Fast food restaurant, Restaurant",4.6,812.0,"Sinbad Express, 3526 Fremont Pl N, Seattle, WA 98103",98103,Fremont/Wallingford
2114,Park Place at Madison Park,Italian restaurant,Italian restaurant,4.2,41.0,"Park Place at Madison Park, 1927 43rd Ave E, Seattle, WA 98112",98112,Capitol Hill
2116,Salt & Straw,Ice cream shop,"Ice cream shop, Dessert shop",4.7,1850.0,"Salt & Straw, 5420 Ballard Ave NW, Seattle, WA 98107",98107,Ballard
2117,Egan's Ballard Jam House,Live music venue,"Live music venue, Night club",4.4,119.0,"Egan's Ballard Jam House, 1707 NW Market St, Seattle, WA 98107",98107,Ballard
2119,By's,Hamburger restaurant,"Hamburger restaurant, Fish & chips restaurant, Restaurant",4.4,465.0,"By's, 2901 4th Ave S, Seattle, WA 98134",98134,Other
2120,Yoroshiku,Ramen restaurant,"Ramen restaurant, Bar, Small plates restaurant",4.3,847.0,"Yoroshiku, 1913 N 45th St, Seattle, WA 98103",98103,Fremont/Wallingford
2121,Achi Thai Restaurant,Thai restaurant,"Thai restaurant, Asian restaurant, Southeast Asian restaurant",3.7,110.0,"Achi Thai Restaurant, 6421 15th Ave NW # A, Seattle, WA 98107",98107,Ballard
2122,Revolutions Coffee,Coffee shop,Coffee shop,4.3,350.0,"Revolutions Coffee, 7208 East Green Lake Dr N, Seattle, WA 98115",98115,Other
2125,Rain City Burgers,Hamburger restaurant,Hamburger restaurant,4.5,1465.0,"Rain City Burgers, 6501 Roosevelt Way NE, Seattle, WA 98115",98115,Other
2130,Yu Shan Chinese Restaurant,Chinese restaurant,Chinese restaurant,3.9,101.0,"Yu Shan Chinese Restaurant, 14553 Bothell Way NE E25, Seattle, WA 98155",98155,Other
2131,TNT Taqueria,Mexican restaurant,"Mexican restaurant, Restaurant",4.4,1201.0,"TNT Taqueria, 2114 N 45th St, Seattle, WA 98103",98103,Fremont/Wallingford
2134,Breezy Town Pizza,Pizza restaurant,"Pizza restaurant, Restaurant",4.6,431.0,"Breezy Town Pizza, 4864 Beacon Ave S, Seattle, WA 98108",98108,Other
2137,Subway,Sandwich shop,"Sandwich shop, Caterer, Fast food restaurant, Takeout Restaurant, Restaurant",4.1,131.0,"Subway, 2423 2nd Ave, Seattle, WA 98121",98121,Belltown
2139,Ba Bar Capitol Hill,Vietnamese restaurant,"Vietnamese restaurant, Bar, Catering food and drink supplier, Cocktail bar, Gluten-free restaurant, Takeout Restaurant, Pastry shop, Soup restaurant, Southeast Asian restaurant, Vegetarian restaurant",4.4,2152.0,"Ba Bar Capitol Hill, 550 12th Ave, Seattle, WA 98122",98122,Capitol Hill
2140,Chocolati Cafe,Cafe,Cafe,4.6,598.0,"Chocolati Cafe, 8319 Greenwood Ave N, Seattle, WA 98103",98103,Fremont/Wallingford
2141,Ti22,Thai restaurant,"Thai restaurant, Asian fusion restaurant, Breakfast restaurant, Delivery Restaurant, Takeout Restaurant, Restaurant, Seafood restaurant, Tapas bar",4.4,382.0,"Ti22, 2510 4th Ave, Seattle, WA 98121",98121,Belltown
2145,Pike Place Chinese Cuisine,Chinese restaurant,Chinese restaurant,3.2,271.0,"Pike Place Chinese Cuisine, 1533 Pike Pl, Seattle, WA 98101",98101,Downtown
2146,Baranof Restaurant,Bar,Bar,4.3,460.0,"Baranof Restaurant, 8549 Greenwood Ave N, Seattle, WA 98103",98103,Fremont/Wallingford
2147,Pub At Pipers Creek,Bar,Bar,4.4,169.0,"Pub At Pipers Creek, 10527 Greenwood Ave N, Seattle, WA 98133",98133,Bitter Lake
2148,Kwanjai Thai Cuisine,Thai restaurant,"Thai restaurant, Restaurant",4.4,397.0,"Kwanjai Thai Cuisine, 469 N 36th St, Seattle, WA 98103",98103,Fremont/Wallingford
2150,Agave Cocina & Tequila | West Seattle,Mexican restaurant,"Mexican restaurant, Bar, Caterer, Family restaurant, Restaurant",4.0,197.0,"Agave Cocina & Tequila | West Seattle, 4725 42nd Ave SW, Seattle, WA 98116",98116,Other
2151,Cafe Campagne,French restaurant,"French restaurant, Modern European restaurant, Provence restaurant",4.5,1241.0,"Cafe Campagne, 1600 Post Alley, Seattle, WA 98101",98101,Downtown
2152,Fulcrum Cafe,Coffee shop,"Coffee shop, Breakfast restaurant, Cafe, Lunch restaurant",4.5,458.0,"Fulcrum Cafe, 590 Bell St, Seattle, WA 98121",98121,Belltown
2153,Arosa Cafe,Breakfast restaurant,"Breakfast restaurant, Coffee shop, European restaurant, Lunch restaurant, Nuevo Latino restaurant",4.8,344.0,"Arosa Cafe, 3121 E Madison St, Seattle, WA 98112",98112,Capitol Hill
2154,Subway,Sandwich shop,"Sandwich shop, Caterer, Fast food restaurant, Takeout Restaurant, Restaurant",4.0,81.0,"Subway, 3320 W McGraw St, Seattle, WA 98199",98199,Other
2155,Villa Italian Kitchen,Pizza restaurant,"Pizza restaurant, Caterer, Delivery service, Italian restaurant, Pasta shop, Restaurant, Salad shop",2.9,72.0,"Villa Italian Kitchen, 2800 Southcenter Mall Ste FC4, Seattle, WA 98188",98188,Other
2156,Capitol Coffee Works,Coffee shop,Coffee shop,4.7,374.0,"Capitol Coffee Works, 907 E Pike St, Seattle, WA 98122",98122,Capitol Hill
2157,Nori Presto,Japanese restaurant,"Japanese restaurant, Restaurant, Sushi restaurant",4.6,421.0,"Nori Presto, 12354 15th Ave NE Suite B, Seattle, WA 98125",98125,Northgate
2158,RBG Bar and Grill,American restaurant,"American restaurant, Bar",4.2,72.0,"RBG Bar and Grill, 18118 International Blvd, Seattle, WA 98188",98188,Other
2160,Eureka!,Restaurant,"Restaurant, American restaurant",4.2,966.0,"Eureka!, 2614 NE 46th St, Seattle, WA 98105",98105,University District
2162,Salty's at the SEA,Seafood restaurant,Seafood restaurant,4.4,445.0,"Salty's at the SEA, 17801 International Blvd CT-1, Seattle, WA 98158",98158,Other
2163,My Favorite Deli,Deli,"Deli, Cafe, Takeout Restaurant, Sandwich shop",4.4,86.0,"My Favorite Deli, 1301 NE 45th St, Seattle, WA 98105",98105,University District
2165,The Bridge Coffee House,Coffee shop,"Coffee shop, Cafe",4.6,58.0,"The Bridge Coffee House, 2150 N 122nd St, Seattle, WA 98133",98133,Bitter Lake
2167,Rain Shadow Meats,Butcher shop,Butcher shop,4.0,66.0,"Rain Shadow Meats, 1531 Melrose Ave, Seattle, WA 98122",98122,Capitol Hill
2169,Mr. Gyros,Mediterranean restaurant,"Mediterranean restaurant, Gyro restaurant, Middle Eastern restaurant, Restaurant",4.5,269.0,"Mr. Gyros, 256 NE 45th St, Seattle, WA 98105",98105,University District
2170,Blue Moon Tavern,Live music bar,Live music bar,4.4,506.0,"Blue Moon Tavern, 712 NE 45th St, Seattle, WA 98105",98105,University District
2172,Ironsteak,Steak house,"Steak house, Seafood restaurant",4.5,537.0,"Ironsteak, 628 S Weller St, Seattle, WA 98104",98104,Chinatown
2174,Jake's Coffee,Cafe,"Cafe, Coffee shop, Coffee store",4.5,234.0,"Jake's Coffee, 1116 NE 47th St, Seattle, WA 98105",98105,University District
2176,Crawfish King,Seafood restaurant,Seafood restaurant,4.3,1159.0,"Crawfish King, 725 S Lane St, Seattle, WA 98104",98104,Chinatown
2180,Cafe Avole Rainier,Cafe,"Cafe, Coffee shop",5.0,20.0,"Cafe Avole Rainier, 8323 B, Rainier Ave S, Seattle, WA 98118",98118,Other
2181,Ray's Boathouse,Seafood restaurant,"Seafood restaurant, Event venue, Restaurant",4.5,3022.0,"Ray's Boathouse, 6049 Seaview Ave NW, Seattle, WA 98107",98107,Ballard
2183,Little Big Burger,Hamburger restaurant,"Hamburger restaurant, Restaurant, Sandwich shop",4.5,639.0,"Little Big Burger, 1200 E Pike St Suite 101, Seattle, WA 98122",98122,Capitol Hill
2184,White Horse Tavern,Pub,Pub,4.6,340.0,"White Horse Tavern, 1908 Post Alley, Seattle, WA 98101",98101,Downtown
2185,SELEUSS Chocolates,Chocolate shop,"Chocolate shop, Chocolate artisan, Chocolate factory, Coffee shop",4.8,146.0,"SELEUSS Chocolates, 1910 1st Ave, Seattle, WA 98101",98101,Downtown
2187,RockCreek Seafood & Spirits,Seafood restaurant,"Seafood restaurant, Cocktail bar",4.6,1743.0,"RockCreek Seafood & Spirits, 4300 Fremont Ave N, Seattle, WA 98103",98103,Fremont/Wallingford
2189,Deluxe Bar & Grill,Bar & grill,"Bar & grill, Restaurant",4.4,888.0,"Deluxe Bar & Grill, 625 Broadway E, Seattle, WA 98102",98102,Capitol Hill
2191,Rosticeria y Cocina El Paisano,Mexican restaurant,Mexican restaurant,4.2,278.0,"Rosticeria y Cocina El Paisano, 9615 15th Ave SW, Seattle, WA 98106",98106,Other
2193,Shiro's Sushi,Sushi restaurant,"Sushi restaurant, Japanese restaurant",4.6,2105.0,"Shiro's Sushi, 2401 2nd Ave, Seattle, WA 98121",98121,Belltown
2196,Urban Cafe,Cafe,"Cafe, Caterer",4.1,46.0,"Urban Cafe, 351 Elliott Ave W, Seattle, WA 98119",98119,Other
2197,Starbucks,Coffee shop,"Coffee shop, Breakfast restaurant, Cafe, Coffee store, Espresso bar, Internet cafe",4.3,270.0,"Starbucks, 425 Queen Anne Ave N, Seattle, WA 98109",98109,Queen Anne/South Lake Union
2198,Both Ways Cafe,Breakfast restaurant,"Breakfast restaurant, Bakery, Cafe",4.5,512.0,"Both Ways Cafe, 4922 S Genesee St, Seattle, WA 98118",98118,Other
2199,Yetgol Old Village Korean BBQ / All You Can Eat,Korean restaurant,"Korean restaurant, Barbecue restaurant, Korean barbecue restaurant, Sushi restaurant",3.9,374.0,"Yetgol Old Village Korean BBQ / All You Can Eat, 15200 Aurora Ave N, Seattle, WA 98133",98133,Bitter Lake
2200,Fuel Sports,Sports bar,"Sports bar, Bar",4.3,380.0,"Fuel Sports, 8037 15th Ave NW, Seattle, WA 98117",98117,Other
2201,Can Can Culinary Cabaret,Dinner theater,"Dinner theater, Cocktail bar, Dance company, Performing arts theater, Restaurant, Theater production",4.8,676.0,"Can Can Culinary Cabaret, 95 Pine St, Seattle, WA 98101",98101,Downtown
2202,Stumbling Monk,Bar,Bar,4.6,333.0,"Stumbling Monk, 1635 E Olive Wy, Seattle, WA 98102",98102,Capitol Hill
2205,Tai Tung Restaurant,Chinese restaurant,"Chinese restaurant, Restaurant",4.4,1660.0,"Tai Tung Restaurant, 655 S King St, Seattle, WA 98104",98104,Chinatown
2206,Subway,Sandwich shop,"Sandwich shop, Caterer, Fast food restaurant, Takeout Restaurant, Restaurant",3.7,69.0,"Subway, 97 Denny Wy, Seattle, WA 98109",98109,Queen Anne/South Lake Union
2207,Yanni's Greek Restaurant,Greek restaurant,"Greek restaurant, Restaurant",4.7,682.0,"Yanni's Greek Restaurant, 7419 Greenwood Ave N, Seattle, WA 98103",98103,Fremont/Wallingford
2208,Joli,Restaurant,Restaurant,4.6,241.0,"Joli, 618 NW 65th St, Seattle, WA 98117",98117,Other
2211,Frelard Tamales,Mexican restaurant,"Mexican restaurant, Caterer, Tamale shop",4.8,790.0,"Frelard Tamales, 6412 Latona Ave NE, Seattle, WA 98115",98115,Other
